candidate_id,city,fresh_graduate_status,skills,excel_skill,sql_skill,python_skill,power_bi_skill,looker_studio_skill,database_skill,tableau_skill,other_skills,candidate_goals,platform_source,province,for_job,upskills,networking,switch_career,total_skills,skill_level
284,Karawang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,6,Advanced
285,Pekanbaru,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill",LinkedIn,Riau,1,1,0,0,6,Advanced
286,"Bandung, Jawa Barat",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
287,Kalimantan Timur,Tidak,"Excel, Python, Power BI, Databases, Tableau",1,0,1,1,0,1,1,,Upskill,LinkedIn,Kalimantan Timur,0,1,0,0,5,Intermediate
288,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Barat,1,1,1,1,7,Advanced
289,Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
290,Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Cloud Computing ",1,1,1,1,1,1,1, Cloud Computing,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
291,"Banyuwangi, Jawa Timur",Ya,"SQL, Python, Power BI, Databases",0,1,1,1,0,1,0,,"Cari Kerja, Networking",Teman,Jawa Timur,1,0,1,0,4,Intermediate
292,Yogyakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio",1,1,1,1,1,0,0,,"Cari Kerja, Upskill, Networking",LinkedIn,DI Yogyakarta,1,1,1,0,5,Intermediate
293,Madiun,Tidak,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,5,Intermediate
294,Sidoarjo,Tidak,"Power BI, Looker Studio, Databases, Tableau",0,0,0,1,1,1,1,,"Upskill, Switch Career",LinkedIn,Jawa Timur,0,1,0,1,4,Intermediate
295,Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,7,Advanced
296,Jakarta,Ya,"Python, Databases",0,0,1,0,0,1,0,,Upskill,LinkedIn,Jakarta,0,1,0,0,2,Beginner
297,Bandung Barat,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,4,Intermediate
298,Depok,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,6,Advanced
299,Surabaya,Tidak,"SQL, Python, Power BI, Looker Studio, Tableau",0,1,1,1,1,0,1,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,5,Intermediate
300,Tangerang Selatan,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,5,Intermediate
301,Tangerang Selatan,Tidak,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,5,Intermediate
302,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
303,Kota Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Switch Career",LinkedIn,Jawa Barat,0,1,0,1,7,Advanced
304,Tangerang,Tidak,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Upskill, Networking",LinkedIn,Banten,0,1,1,0,5,Intermediate
305,Harapan Indah,Tidak,"Excel, Python, Power BI",1,0,1,1,0,0,0,,Upskill,Teman,Jawa Barat,0,1,0,0,3,Intermediate
306,Surabaya,Tidak,"SQL, Tableau, AI automation, RAG, LLM ",0,1,0,0,0,0,1," AI automation, RAG, LLM","Cari Kerja, Networking",LinkedIn,Jawa Timur,1,0,1,0,2,Beginner
307,Surabaya,Ya,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,5,Intermediate
308,Sukoharjo ,Tidak,"Python, Databases",0,0,1,0,0,1,0,,Upskill,LinkedIn,Jawa Tengah,0,1,0,0,2,Beginner
309,Jakarta,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
310,Medan,Tidak,"Power BI, Tableau",0,0,0,1,0,0,1,,"Cari Kerja, Networking",Instagram,Sumatera Utara,1,0,1,0,2,Beginner
311,Jakarta Timur,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
312,Mataram,Tidak,"SQL, Python, Databases, Tableau",0,1,1,0,0,1,1,,"Cari Kerja, Networking",LinkedIn,Nusa Tenggara Barat,1,0,1,0,4,Intermediate
313,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
314,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
315,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, ",1,1,1,1,1,1,0,,"Cari Kerja, Upskill, Switch Career",Teman,Jawa Barat,1,1,0,1,6,Advanced
316,Palembang,Tidak,Excel,1,0,0,0,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Selatan,1,1,1,1,1,Beginner
317,Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",Instagram,Banten,0,1,1,0,7,Advanced
318,Bandung,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Barat,0,0,0,1,6,Advanced
319,Jakarta Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, HTML, CSS, C, JAVASCRIPT",1,1,1,1,1,1,1," HTML, CSS, C, JAVASCRIPT","Upskill, Networking",Teman,Jakarta,0,1,1,0,7,Advanced
320,Palu,Tidak,Power BI,0,0,0,1,0,0,0,,Upskill,LinkedIn,Sulawesi Tengah,0,1,0,0,1,Beginner
321,Kuningan,Ya,"Excel, SQL, Python, Looker Studio, Tableau",1,1,1,0,1,0,1,,"Cari Kerja, Networking",LinkedIn,Jawa Barat,1,0,1,0,5,Intermediate
322,Sumatera Selatan,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Sumatera Selatan,0,1,1,1,7,Advanced
323,Depok,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Networking, Switch Career",LinkedIn,Jawa Barat,1,0,1,1,6,Advanced
324,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
325,Surabaya,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,6,Advanced
326,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jakarta,1,1,1,1,7,Advanced
327,"Rokan Hilir, riau",Tidak,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Riau,1,1,1,1,4,Intermediate
328,Kendari,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Sulawesi Tenggara,1,1,1,1,7,Advanced
329,Surabaya,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,5,Intermediate
330,Bogor,Ya,"Excel, SQL, Power BI",1,1,0,1,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,3,Intermediate
331,Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,7,Advanced
332,Kalsel,Tidak,"Excel, Power BI, Looker Studio, Databases",1,0,0,1,1,1,0,,"Upskill, Networking",LinkedIn,Kalimantan Selatan,0,1,1,0,4,Intermediate
333,Lampung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Lampung,1,1,1,0,7,Advanced
334,kota padang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Sumatera Barat,0,1,1,1,7,Advanced
335,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Switch Career",LinkedIn,Jakarta,1,0,0,1,7,Advanced
336,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
337,Palembang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Switch Career",LinkedIn,Sumatera Selatan,0,1,0,1,7,Advanced
338,Jakarta Barat,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,4,Intermediate
339,Pasuruan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,7,Advanced
340,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
341,Jakarta Timur,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
342,Batam,Tidak,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Cari Kerja, Networking",LinkedIn,Riau,1,0,1,0,5,Intermediate
343,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,7,Advanced
344,Jakarta Barat,Ya,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
345,Salatiga,Ya,"Excel, SQL, Python, Power BI, Looker Studio",1,1,1,1,1,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,5,Intermediate
346,Solo,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
347,Mojokerto,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Timur,1,1,1,1,3,Intermediate
348,Jakarta,Tidak,"Excel, Power BI, Looker Studio",1,0,0,1,1,0,0,,"Upskill, Networking, Switch Career",LinkedIn,Jakarta,0,1,1,1,3,Intermediate
349,Tangerang Selatan,Tidak,"SQL, Power BI, Looker Studio, Databases, Tableau",0,1,0,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Banten,0,1,1,1,5,Intermediate
350,Surabaya,Tidak,"SQL, Python, Power BI",0,1,1,1,0,0,0,,"Upskill, Switch Career",LinkedIn,Jawa Timur,0,1,0,1,3,Intermediate
351,Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Banten,0,1,1,0,7,Advanced
352,Banyuwangi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
353,Banyuwangi ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,Instagram,Jawa Timur,0,1,0,0,7,Advanced
354,Sumatera Utara,Tidak,"Excel, SQL, Python, Tableau",1,1,1,0,0,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,4,Intermediate
355,Jakarta,Ya,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,5,Intermediate
356,Surabaya,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,7,Advanced
357,Sidoarjo,Ya,"SQL, Python, Looker Studio, Databases, Tableau",0,1,1,0,1,1,1,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,5,Intermediate
358,Jakarta Barat,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Jakarta,0,1,0,0,7,Advanced
359,Yogyakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,DI Yogyakarta,1,1,1,1,7,Advanced
360,Bogor,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,6,Advanced
361,Malang,Tidak,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,5,Intermediate
362,Yogyakarta,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,DI Yogyakarta,1,1,1,0,3,Intermediate
363,Cirebon,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
364,Sumatra Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatra Selatan,1,1,1,0,6,Advanced
365,Kota Bengkulu,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Pandas",1,1,1,1,1,1,1, Pandas,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Bengkulu,1,1,1,1,7,Advanced
366,Lombok,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill, Networking",Teman,Nusa Tenggara Barat,1,1,1,0,4,Intermediate
367,Banjarmasin,Tidak,"Excel, Power BI, Looker Studio, Databases, Tableau",1,0,0,1,1,1,1,,Upskill,LinkedIn,Kalimantan Selatan,0,1,0,0,5,Intermediate
368,Bekasi,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,6,Advanced
369,Surabaya,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,6,Advanced
370,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Barat,0,0,0,1,7,Advanced
371,Jakarta Pusat,Tidak,"Excel, Power BI, Looker Studio, Databases",1,0,0,1,1,1,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,4,Intermediate
372,Jakarta,Tidak,-,0,0,0,0,0,0,0,,Networking,LinkedIn,Jakarta,0,0,1,0,0,Beginner
373,Samarinda,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Kalimantan Timur,1,1,1,0,3,Intermediate
374,Karawang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
375,Balikpapan,Tidak,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Upskill, Networking",LinkedIn,Kalimantan Timur,0,1,1,0,5,Intermediate
376,Jakarta,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jakarta,0,1,1,1,6,Advanced
377,Tangerang,Tidak,"Power BI, Looker Studio, Databases, Tableau",0,0,0,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,4,Intermediate
378,Tangerang,Tidak,Databases,0,0,0,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,1,Beginner
379,Sragen,Ya,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,5,Intermediate
380,Sragen,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Tengah,1,1,0,0,3,Intermediate
381,Sleman,Tidak,"SQL, Python, Power BI, Looker Studio",0,1,1,1,1,0,0,,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,4,Intermediate
382,Bukittinggi,Tidak,"Python, Knime",0,0,1,0,0,0,0,Knime,Upskill,LinkedIn,Sumatera Barat,0,1,0,0,1,Beginner
383,Jakarta Selatan,Tidak,"Excel, SQL, Power BI, Databases, Tableau",1,1,0,1,0,1,1,,"Cari Kerja, Upskill",LinkedIn,Jakarta,1,1,0,0,5,Intermediate
384,Pekanbaru,Ya,"Power BI, Looker Studio, Tableau",0,0,0,1,1,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Riau,1,1,1,1,3,Intermediate
385,Jakarta Timur,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,Upskill,LinkedIn,Jakarta,0,1,0,0,4,Intermediate
386,Tangerang Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,7,Advanced
387,Aceh Utara ,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Aceh,1,1,1,0,6,Advanced
388,Banjarmasin,Tidak,Python,0,0,1,0,0,0,0,,"Upskill, Networking",LinkedIn,Kalimantan Selatan,0,1,1,0,1,Beginner
389,Surabaya,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
390,Banyuwangi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,7,Advanced
391,Jakarta Selatan,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
392,Jakarta Selatan,Tidak,"SQL, Python, Power BI, Databases",0,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,4,Intermediate
393,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,7,Advanced
394,Bogor,Ya,"Python, Power BI, Databases, Tableau",0,0,1,1,0,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,4,Intermediate
395,Tegal,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
396,Bekasi,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,3,Intermediate
397,Bantul,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Tools Data Engineer",1,1,1,1,1,1,1, Tools Data Engineer,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,7,Advanced
398,Makassar,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Sulawesi Selatan,0,1,1,0,7,Advanced
399,Semarang,Ya,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,6,Advanced
400,Jakarta selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
401,Depok,Tidak,"Excel, Yg relevan untuk project",1,0,0,0,0,0,0,Yg relevan untuk project,Upskill,Teman,Jawa Barat,0,1,0,0,1,Beginner
402,Jakarta Utara,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,7,Advanced
403,Depok,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
404,Purbalingga,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Tengah,0,0,0,1,7,Advanced
405,Tegal,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,4,Intermediate
406,Bekasi,Tidak,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,3,Intermediate
407,Jakarta Selatan,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau, Azure, AWS, Fabric",1,1,1,1,0,1,1," Azure, AWS, Fabric","Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
408,Jakarta Selatan,Ya,"Excel, Python, Databases",1,0,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,3,Intermediate
409,Kalimantan Selatan ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Instagram,Kalimantan Selatan,1,1,1,0,7,Advanced
410,Palembang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Selatan,1,1,1,0,7,Advanced
411,Musi Banyuasin,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Selatan,1,1,1,0,7,Advanced
412,Musi Banyuasin,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Selatan,1,1,1,0,7,Advanced
413,Makassar,Tidak,"SQL, Power BI, Databases, Tableau",0,1,0,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Sulawesi Selatan,0,1,1,1,4,Intermediate
414,Karawang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,6,Advanced
415,Medan,Ya,"Python, Tableau",0,0,1,0,0,0,1,,"Upskill, Networking",LinkedIn,Sumatera Utara,0,1,1,0,2,Beginner
416,Bekasi,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Jawa Barat,1,1,0,1,5,Intermediate
417,Sidoarjo,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,7,Advanced
418,SIdoarjo,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,7,Advanced
419,Surabaya,Ya,"Excel, SQL, Python, Looker Studio, Tableau",1,1,1,0,1,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,5,Intermediate
420,Jakarta Utara,Tidak,"SQL, Python, Power BI, Databases",0,1,1,1,0,1,0,,Upskill,LinkedIn,Jakarta,0,1,0,0,4,Intermediate
421,Jakarta Pusat,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
